Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product ID,Product Name
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Tables,842.94,3,0.0,160.1586,FUR-TA-10003392,Global Adaptabilities Conference Tables
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.182,1,0.8,-3.6003,OFF-BI-10000014,Heavy-Duty E-Z-D Binders
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,27.384,7,0.2,2.7384,OFF-AR-10003217,Newell 316
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,26.406,3,0.8,-71.2962,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,OFF-PA-10001972,Xerox 214
Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,23.68,4,0.2,7.4,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,109.95,1,0.0,36.2835,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,965.85,5,0.0,135.219,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,29.2,5,0.0,10.512,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,32.4,5,0.0,15.552,OFF-PA-10002262,Xerox 192
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,78.35,5,0.0,36.8245,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2"
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,31.68,6,0.0,14.256,OFF-PA-10003270,Xerox 1954
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,29.12,4,0.0,14.2688,OFF-BI-10001634,Wilson Jones Active Use Binders
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,169.45,5,0.0,42.3625,OFF-ST-10000675,"File Shuttle II and Handi-File, Black"
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,12.56,2,0.0,4.0192,FUR-FU-10000732,Eldon 200 Class Desk Accessories
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,6.48,1,0.0,3.1104,OFF-PA-10004355,Xerox 231
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,186.69,3,0.0,87.7443,OFF-EN-10000056,Cameo Buff Policy Envelopes
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,25.4,5,0.0,8.636,FUR-FU-10000221,"Master Caster Door Stop, Brown"
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,43.96,2,0.0,20.6612,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,1279.165,5,0.15,225.735,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,27.92,4,0.0,0.5584,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,129.568,2,0.2,-12.9568,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.368,2,0.2,2.1492,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels"
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,244.55,5,0.0,114.9385,OFF-PA-10001878,Xerox 1891
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,1332.496,2,0.2,-299.8116,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener
First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,32.776,1,0.2,3.2776,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,147.184,2,0.2,-29.4368,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,54.384,2,0.2,1.3596,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,76.776,4,0.7,-58.8616,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,14.352,3,0.2,5.2026,OFF-PA-10003022,Xerox 1992
First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,209.792,2,0.2,26.224,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,3.304,1,0.2,1.1151,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1"""
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,16.38,9,0.0,7.371,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack"
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,167.96,2,0.0,78.9412,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,321.568,2,0.2,-16.0784,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.2208,OFF-PA-10001972,Xerox 214
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.058,3,0.3,-23.7822,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue"
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,63.686,1,0.3,-15.4666,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki"
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,239.976,3,0.2,65.9934,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,344.22,2,0.4,-189.321,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,15.552,3,0.2,5.4432,OFF-PA-10002787,Xerox 227
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,21.248,4,0.2,7.4368,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,8.448,2,0.2,2.64,OFF-PA-10002606,Xerox 1928
Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,333.09,3,0.0,23.3163,OFF-ST-10000129,Fellowes Recycled Storage Drawers
Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,248.98,2,0.0,54.7756,FUR-TA-10003748,Bevis 36 x 72 Conference Tables
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,24.9,5,0.0,11.703,OFF-PA-10004948,Xerox 190
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,15.26,7,0.0,5.0358,OFF-FA-10001561,Stockwell Push Pins
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,43.32,2,0.0,14.2956,OFF-AP-10002998,Holmes 99% HEPA Air Purifier
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,43.584,12,0.2,15.7992,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders"
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,116.28,3,0.0,56.9772,OFF-PA-10001725,Xerox 1892
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,9.296,2,0.2,3.0212,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0.0,9.3312,OFF-PA-10000477,Xerox 22
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,314.55,3,0.0,150.984,OFF-PA-10004359,Multicolor Computer Printout Paper
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,16.27,5,0.8,-25.2185,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,69.12,9,0.2,-14.688,OFF-SU-10003567,Stiletto Hand Letter Openers
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.47,3,0.8,-7.8225,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,418.296,3,0.2,5.2287,FUR-TA-10001095,Chromcraft Round Conference Tables
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,659.988,2,0.4,109.998,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,8.128,2,0.2,1.4224,FUR-FU-10000221,"Master Caster Door Stop, Brown"
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,36.288,7,0.2,12.7008,OFF-PA-10001972,Xerox 214
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,909.72,6,0.3,-51.984,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,917.9235,9,0.15,75.5937,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,19.0512,OFF-PA-10002036,Xerox 1930
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,631.176,4,0.7,-462.8624,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,OFF-PA-10003309,Xerox 211
Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,12.96,2,0.0,6.2208,OFF-PA-10002787,Xerox 227
Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,23.2,5,0.2,8.12,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,25.92,5,0.2,9.072,OFF-PA-10002005,Xerox 225
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,21.312,6,0.2,7.1928,OFF-FA-10002815,Staples
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,173.656,7,0.2,17.3656,TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,361.96,2,0.0,101.3488,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,62.85,3,0.0,13.1985,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,818.376,3,0.2,51.1485,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,20.34,1,0.0,0.2034,OFF-ST-10002301,Tennsco Commercial Shelving
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,23.99,1,0.0,5.5177,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,171.288,3,0.2,-6.4233,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,37.3,2,0.0,17.158,FUR-FU-10001085,3M Polarizing Light Filter Sleeves
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,81.96,2,0.0,39.3408,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,54.792,6,0.7,-40.1808,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black"
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,10.784,1,0.2,0.8088,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black"
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,290.98,1,0.0,75.6548,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,36.44,4,0.0,12.0252,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,21.4,5,0.0,10.058,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,48.664,7,0.2,15.8158,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,16.56,4,0.0,6.9552,OFF-AR-10004441,BIC Brite Liner Highlighters
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,1347.52,8,0.2,84.22,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl"
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,62.31,3,0.0,22.4316,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,20.32,4,0.0,6.9088,FUR-FU-10000221,"Master Caster Door Stop, Brown"
Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,9.432,3,0.2,3.0654,OFF-FA-10001229,Staples
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,34.86,7,0.0,16.0356,OFF-LA-10001569,Avery 499
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,89.34,6,0.0,24.1218,FUR-FU-10004018,Tensor Computer Mounted Lamp
Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,269.98,2,0.0,67.495,TEC-PH-10004536,Avaya 5420 Digital phone
Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,99.9,5,0.0,47.952,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes
Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,39.08,4,0.0,14.4596,FUR-FU-10004848,DAX Solid Wood Frames
Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,116.832,4,0.2,33.5892,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032,OFF-BI-10002393,Binder Posts
First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,408.006,2,0.1,72.5344,FUR-CH-10002335,Hon GuestStacker Chair
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,40.44,3,0.0,10.5144,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black"
Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,122.352,3,0.2,13.7646,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray"
Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,11.96,2,0.0,5.8604,OFF-PA-10001947,Xerox 1974
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,15.84,3,0.0,4.9104,FUR-FU-10003142,"Master Big Foot Doorstop, Beige"
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,86.376,3,0.2,30.2316,OFF-BI-10001543,GBC VeloBinder Manual Binding System
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,18.24,3,0.0,6.2016,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,13.12,4,0.0,4.3296,OFF-AR-10004757,Crayola Colored Pencils
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,105.98,2,0.0,1.0598,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,493.92,7,0.3,-28.224,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,5.936,7,0.8,-8.904,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,325.86,2,0.0,149.8956,OFF-EN-10004206,Multimedia Mailers
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,383.607,9,0.3,-5.4801,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo"
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,148.48,2,0.2,16.704,TEC-PH-10003505,Geemarc AmpliPOWER60
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,537.544,7,0.2,53.7544,TEC-PH-10000526,Vtech CS6719
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,1.928,2,0.8,-2.9884,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,6.912,3,0.2,0.6912,OFF-AR-10003190,Newell 32
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,7.76,1,0.6,-2.134,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,659.168,4,0.2,49.4376,TEC-PH-10003963,GE 2-Jack Phone Line Splitter
First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,5.76,2,0.0,2.8224,OFF-LA-10003388,Avery 5
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,351.216,3,0.2,4.3902,FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,230.28,3,0.2,23.028,FUR-CH-10004886,Bevis Steel Folding Chairs
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.84,3,0.0,5.778,OFF-PA-10003657,Xerox 1927
Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Binders,56.82,3,0.0,28.41,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,31.56,4,0.0,14.202,OFF-FA-10003112,Staples
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,27.92,4,0.0,0.5584,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,8.559,1,0.7,-6.5619,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder'
Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,49.568,2,0.2,17.9684,OFF-EN-10004773,Staple envelope
First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,127.869,3,0.3,-9.1335,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray"
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,110.352,3,0.2,8.2764,TEC-PH-10000193,Jensen SMPS-640 - speaker phone
Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,36.4,5,0.0,13.832,FUR-FU-10002111,"Master Caster Door Stop, Large Brown"
Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,419.136,4,0.2,-57.6312,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,100.704,6,0.2,-1.2588,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,45.216,3,0.2,4.5216,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,28.782,6,0.7,-21.1068,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,24.448,4,0.2,8.8624,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,10.476,6,0.8,-17.2854,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings
Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,76.14,3,0.0,26.649,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock"
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,21.24,3,0.0,8.0712,OFF-AR-10002445,SANFORD Major Accent Highlighters
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,127.96,2,0.0,60.1412,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,479.984,2,0.2,89.997,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,657.93,7,0.0,184.2204,TEC-PH-10002103,Jabra SPEAK 410
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,33.48,4,0.0,8.7048,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.614,OFF-AR-10003732,Newell 333
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,26.86,2,0.0,6.715,OFF-ST-10000885,Fellowes Desktop Hanging File Manager
Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,9.584,1,0.2,3.3544,OFF-BI-10004817,GBC Personal VeloBind Strips
Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,113.1,3,0.0,56.55,OFF-BI-10001670,Vinyl Sectional Post Binders
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322,OFF-PA-10002709,Xerox 1956
Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,239.7,6,0.0,105.468,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,25.632,3,0.2,3.8448,FUR-FU-10003424,Nu-Dell Oak Frame
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,23.616,8,0.2,7.9704,OFF-LA-10003720,Avery 487
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,8.26,2,0.0,3.7996,OFF-AR-10000390,Newell Chalk Holder
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,76.58,7,0.0,38.29,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,8.8,5,0.0,4.224,OFF-AR-10003469,Nontoxic Chalk
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,590.352,6,0.2,206.6232,OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,5.58,3,0.0,0.1674,OFF-FA-10004838,"Super Bands, 12/Pack"
Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,25.02,3,0.0,10.5084,FUR-FU-10002508,Document Clip Frames
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,452.55,7,0.0,22.6275,OFF-ST-10001511,Space Solutions Commercial Steel Shelving
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,17.76,2,0.0,4.9728,OFF-SU-10000952,Fiskars Home & Office Scissors
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,302.384,2,0.2,30.2384,TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,146.352,3,0.2,-5.4882,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue"
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,7.9,2,0.0,2.054,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,902.712,3,0.2,33.8517,FUR-TA-10003473,Bretford Rectangular Conference Table Tops
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,53.97,3,0.0,15.1116,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,33.92,8,0.0,13.2288,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies,21.81,3,0.0,5.8887,OFF-SU-10004115,Acme Stainless Steel Office Snips
